"","continent_level","date","cases","new_cases","deaths","new_deaths","weeks_since_death10","weeks_since_case100","continent","pop","cases_per_million","new_cases_per_million","deaths_per_million","new_deaths_per_million"
"356","Europe",2020-12-27,22888375,1395603,545707,30828,43,44,"Europe",7.4e+08,30930.2,1886,737.4,41.7
"357","Europe",2021-01-03,24433403,1545028,578644,32937,44,45,"Europe",7.4e+08,33018.1,2087.9,782,44.5
"358","Europe",2021-01-10,26211069,1777666,615072,36428,45,46,"Europe",7.4e+08,35420.4,2402.3,831.2,49.2
"359","Europe",2021-01-17,27785549,1574480,654252,39180,46,47,"Europe",7.4e+08,37548,2127.7,884.1,52.9
"360","Europe",2021-01-24,29235169,1449620,693693,39441,47,48,"Europe",7.4e+08,39507,1958.9,937.4,53.3
"361","Europe",2021-01-31,30534408,1299239,731026,37333,48,49,"Europe",7.4e+08,41262.7,1755.7,987.9,50.5
"362","Europe",2021-02-07,31671755,1137347,764990,33964,49,50,"Europe",7.4e+08,42799.7,1537,1033.8,45.9
"363","Europe",2021-02-14,32625128,953373,794853,29863,50,51,"Europe",7.4e+08,44088,1288.3,1074.1,40.4
"364","Europe",2021-02-21,33571916,946788,819915,25062,51,52,"Europe",7.4e+08,45367.5,1279.4,1108,33.9
"365","Europe",2021-02-28,34602351,1030435,842210,22295,52,53,"Europe",7.4e+08,46759.9,1392.5,1138.1,30.1
"366","Europe",2021-03-07,35602521,1039711,864044,21834,53,54,"Europe",7.4e+08,48111.5,1405,1167.6,29.5
"367","Europe",2021-03-14,36774880,1172359,885546,21502,54,55,"Europe",7.4e+08,49695.8,1584.3,1196.7,29.1
"368","Europe",2021-03-21,38107506,1332626,907427,21881,55,56,"Europe",7.4e+08,51496.6,1800.8,1226.3,29.6
"369","Europe",2021-03-28,39578693,1471187,932121,24694,56,57,"Europe",7.4e+08,53484.7,1988.1,1259.6,33.4
"370","Europe",2021-04-04,41007432,1428739,956309,24188,57,58,"Europe",7.4e+08,55415.4,1930.7,1292.3,32.7
"371","Europe",2021-04-11,42239211,1231779,981490,25181,58,59,"Europe",7.4e+08,57080,1664.6,1326.3,34
"372","Europe",2021-04-18,43445183,1205972,1005973,24483,59,60,"Europe",7.4e+08,58709.7,1629.7,1359.4,33.1
"373","Europe",2021-04-25,44522475,1077292,1028990,23017,60,61,"Europe",7.4e+08,60165.5,1455.8,1390.5,31.1
"374","Europe",2021-05-02,45409178,886703,1049059,20069,61,62,"Europe",7.4e+08,61363.8,1198.2,1417.6,27.1
"375","Europe",2021-05-09,46137297,728119,1066051,16992,62,63,"Europe",7.4e+08,62347.7,983.9,1440.6,23
"376","Europe",2021-05-16,46727660,590363,1080413,14362,63,64,"Europe",7.4e+08,63145.5,797.8,1460,19.4
"377","Europe",2021-05-23,46847814,394183,1092166,11753,64,65,"Europe",7.4e+08,63307.9,532.7,1475.9,15.9
"378","Europe",2021-05-30,47221301,373487,1101955,9789,65,66,"Europe",7.4e+08,63812.6,504.7,1489.1,13.2
"379","Europe",2021-06-06,47536742,315441,1110039,8084,66,67,"Europe",7.4e+08,64238.8,426.3,1500.1,10.9
"380","Europe",2021-06-13,47831985,295243,1117524,7485,67,68,"Europe",7.4e+08,64637.8,399,1510.2,10.1
"381","Europe",2021-06-20,48110824,278839,1123908,6384,68,69,"Europe",7.4e+08,65014.6,376.8,1518.8,8.6
"382","Europe",2021-06-27,48443505,332681,1130835,6927,69,70,"Europe",7.4e+08,65464.2,449.6,1528.2,9.4
"383","Europe",2021-07-04,48913791,470286,1137876,7041,70,71,"Europe",7.4e+08,66099.7,635.5,1537.7,9.5
"384","Europe",2021-07-11,49572583,658792,1144702,6837,71,72,"Europe",7.4e+08,66990,890.3,1546.9,9.2
"385","Europe",2021-07-18,50479637,907054,1151567,6865,72,73,"Europe",7.4e+08,68215.7,1225.7,1556.2,9.3
"386","Europe",2021-07-25,51414071,934434,1158656,7089,73,74,"Europe",7.4e+08,69478.5,1262.7,1565.8,9.6
"387","Europe",2021-08-01,52273753,859682,1166181,7525,74,75,"Europe",7.4e+08,70640.2,1161.7,1575.9,10.2
"388","Europe",2021-08-08,53135081,861328,1174288,8118,75,76,"Europe",7.4e+08,71804.2,1164,1586.9,11
"389","Europe",2021-08-15,54023670,888589,1182797,8509,76,77,"Europe",7.4e+08,73005,1200.8,1598.4,11.5
"390","Europe",2021-08-22,54940605,916935,1192430,9633,77,78,"Europe",7.4e+08,74244.1,1239.1,1611.4,13
"391","Europe",2021-08-29,55859151,918546,1203125,10695,78,79,"Europe",7.4e+08,75485.3,1241.3,1625.8,14.5
"392","Europe",2021-09-05,56739539,880388,1214194,11069,79,80,"Europe",7.4e+08,76675.1,1189.7,1640.8,15
"393","Europe",2021-09-12,57602449,862910,1225600,11406,80,81,"Europe",7.4e+08,77841.1,1166.1,1656.2,15.4
"394","Europe",2021-09-19,58426392,823943,1237584,11984,81,82,"Europe",7.4e+08,78954.6,1113.4,1672.4,16.2
"395","Europe",2021-09-26,59273413,847021,1250124,12540,82,83,"Europe",7.4e+08,80099.2,1144.6,1689.4,16.9
"396","Europe",2021-10-03,60192842,919429,1263639,13515,83,84,"Europe",7.4e+08,81341.7,1242.5,1707.6,18.3
"397","Europe",2021-10-10,61210298,1017456,1278965,15326,84,85,"Europe",7.4e+08,82716.6,1374.9,1728.3,20.7
"398","Europe",2021-10-17,62361544,1151246,1295877,16912,85,86,"Europe",7.4e+08,84272.4,1555.7,1751.2,22.9
"399","Europe",2021-10-24,63788869,1427325,1315450,19573,86,87,"Europe",7.4e+08,86201.2,1928.8,1777.6,26.4
"400","Europe",2021-10-31,65370839,1581970,1337836,22386,87,88,"Europe",7.4e+08,88339,2137.8,1807.9,30.3
"401","Europe",2021-11-07,67098528,1727689,1362230,24394,88,89,"Europe",7.4e+08,90673.7,2334.7,1840.9,33
"402","Europe",2021-11-14,69073514,1974986,1388355,26125,89,90,"Europe",7.4e+08,93342.6,2668.9,1876.2,35.3
"403","Europe",2021-11-21,71370013,2296499,1415577,27222,90,91,"Europe",7.4e+08,96446,3103.4,1912.9,36.8
"404","Europe",2021-11-28,73926964,2556951,1442998,27421,91,92,"Europe",7.4e+08,99901.3,3455.3,1950,37.1
"405","Europe",2021-12-05,76545228,2618264,1470098,27100,92,93,"Europe",7.4e+08,103439.5,3538.2,1986.6,36.6
"406","Europe",2021-12-12,79071263,2526035,1497137,27039,93,94,"Europe",7.4e+08,106853.1,3413.6,2023.2,36.5
"407","Europe",2021-12-19,81702530,2631267,1522936,25799,94,95,"Europe",7.4e+08,110408.8,3555.8,2058,34.9
"408","Europe",2021-12-26,84662364,2959834,1545660,22724,95,96,"Europe",7.4e+08,114408.6,3999.8,2088.7,30.7
"409","Europe",2022-01-02,89850333,5187969,1568044,22384,96,97,"Europe",7.4e+08,121419.4,7010.8,2119,30.2
"410","Europe",2022-01-09,97429932,7579599,1588106,20062,97,98,"Europe",7.4e+08,131662.1,10242.7,2146.1,27.1
"411","Europe",2022-01-16,105475511,8045579,1609279,21173,98,99,"Europe",7.4e+08,142534.5,10872.4,2174.7,28.6
"412","Europe",2022-01-23,115189300,9713789,1629494,20215,99,100,"Europe",7.4e+08,155661.2,13126.7,2202,27.3
"413","Europe",2022-01-30,126096454,10907154,1649942,20448,100,101,"Europe",7.4e+08,170400.6,14739.4,2229.7,27.6
"414","Europe",2022-02-06,136984468,10888014,1671766,21824,101,102,"Europe",7.4e+08,185114.1,14713.5,2259.1,29.5
"415","Europe",2022-02-13,145892094,8907626,1695647,23881,102,103,"Europe",7.4e+08,197151.5,12037.3,2291.4,32.3
"416","Europe",2022-02-20,152390852,6498758,1719576,23929,103,104,"Europe",7.4e+08,205933.6,8782.1,2323.8,32.3
"417","Europe",2022-02-27,157389523,4998671,1740652,21076,104,105,"Europe",7.4e+08,212688.5,6755,2352.2,28.5
"418","Europe",2022-03-06,161961322,4571799,1758745,18093,105,106,"Europe",7.4e+08,218866.7,6178.1,2376.7,24.4
"419","Europe",2022-03-13,166957959,4996637,1773889,15144,106,107,"Europe",7.4e+08,225618.9,6752.2,2397.1,20.5
"420","Europe",2022-03-20,172317445,5359486,1787431,13542,107,108,"Europe",7.4e+08,232861.4,7242.5,2415.4,18.3
"421","Europe",2022-03-27,177746276,5428831,1799701,12270,108,109,"Europe",7.4e+08,240197.7,7336.3,2432,16.6
"422","Europe",2022-04-03,182510380,4764104,1810985,11284,109,110,"Europe",7.4e+08,246635.6,6438,2447.3,15.2
"423","Europe",2022-04-10,186144121,3633741,1821755,10770,110,111,"Europe",7.4e+08,251546.1,4910.5,2461.8,14.6
"424","Europe",2022-04-17,188989324,2845203,1830691,8936,111,112,"Europe",7.4e+08,255391,3844.9,2473.9,12.1
"425","Europe",2022-04-24,191527654,2538330,1839345,8654,112,113,"Europe",7.4e+08,258821.2,3430.2,2485.6,11.7
"426","Europe",2022-05-01,193536401,2008747,1847102,7758,113,114,"Europe",7.4e+08,261535.7,2714.5,2496.1,10.5
"427","Europe",2022-05-08,195149591,1613190,1853451,6349,114,115,"Europe",7.4e+08,263715.7,2180,2504.7,8.6
"428","Europe",2022-05-15,196643046,1493455,1858959,5508,115,116,"Europe",7.4e+08,265733.8,2018.2,2512.1,7.4
"429","Europe",2022-05-22,197839081,1196035,1863774,4815,116,117,"Europe",7.4e+08,267350.1,1616.3,2518.6,6.5
"430","Europe",2022-05-29,198743164,904083,1867628,3854,117,118,"Europe",7.4e+08,268571.8,1221.7,2523.8,5.2
"431","Europe",2022-06-05,199696809,953645,1871146,3518,118,119,"Europe",7.4e+08,269860.6,1288.7,2528.6,4.8
"432","Europe",2022-06-12,200721956,1025147,1874285,3139,119,120,"Europe",7.4e+08,271245.9,1385.3,2532.8,4.2
"433","Europe",2022-06-19,202203800,1481844,1877823,3538,120,121,"Europe",7.4e+08,273248.4,2002.5,2537.6,4.8
"434","Europe",2022-06-26,204218798,2014998,1881000,3177,121,122,"Europe",7.4e+08,275971.3,2723,2541.9,4.3
"435","Europe",2022-07-03,206838458,2619660,1884269,3269,122,123,"Europe",7.4e+08,279511.4,3540.1,2546.3,4.4
"436","Europe",2022-07-10,209947278,3108820,1888540,4271,123,124,"Europe",7.4e+08,283712.5,4201.1,2552.1,5.8
"437","Europe",2022-07-17,212712067,2764789,1893128,4588,124,125,"Europe",7.4e+08,287448.7,3736.2,2558.3,6.2
"438","Europe",2022-07-24,215760886,3049589,1899008,5880,125,126,"Europe",7.4e+08,291568.8,4121.1,2566.2,7.9
"439","Europe",2022-07-31,217831898,2071012,1904795,5787,126,127,"Europe",7.4e+08,294367.4,2798.7,2574,7.8
"440","Europe",2022-08-07,219514203,1682604,1910503,5708,127,128,"Europe",7.4e+08,296640.8,2273.8,2581.8,7.7
"441","Europe",2022-08-14,220906790,1392587,1916056,5553,128,129,"Europe",7.4e+08,298522.7,1881.9,2589.3,7.5
"442","Europe",2022-08-21,222155304,1248514,1920692,4636,129,130,"Europe",7.4e+08,300209.9,1687.2,2595.5,6.3
"443","Europe",2022-08-28,223349071,1193767,1924647,4263,130,131,"Europe",7.4e+08,301823.1,1613.2,2600.9,5.8
"444","North America",2020-01-22,1,1,0,0,0,0,"North America",5.8e+08,0,0,0,0
"445","North America",2020-01-26,8,7,0,0,0,0,"North America",5.8e+08,0,0,0,0
"446","North America",2020-02-02,12,4,0,0,0,0,"North America",5.8e+08,0,0,0,0
"447","North America",2020-02-09,20,8,0,0,0,0,"North America",5.8e+08,0,0,0,0
"448","North America",2020-02-16,23,3,0,0,0,0,"North America",5.8e+08,0,0,0,0
"449","North America",2020-02-23,31,8,0,0,0,0,"North America",5.8e+08,0.1,0,0,0
"450","North America",2020-03-01,76,45,1,1,0,0,"North America",5.8e+08,0.1,0.1,0,0
"451","North America",2020-03-08,656,580,21,20,0,0,"North America",5.8e+08,1.1,1,0,0
"452","North America",2020-03-15,3919,3263,72,51,1,1,"North America",5.8e+08,6.8,5.6,0.1,0.1
"453","North America",2020-03-22,38741,34822,639,567,2,2,"North America",5.8e+08,66.8,60,1.1,1
"454","North America",2020-03-29,155369,116628,3761,3122,3,3,"North America",5.8e+08,267.9,201.1,6.5,5.4
"455","North America",2020-04-05,377916,222547,13926,10165,4,4,"North America",5.8e+08,651.6,383.7,24,17.5
"456","North America",2020-04-12,611769,233853,29925,15999,5,5,"North America",5.8e+08,1054.8,403.2,51.6,27.6
"457","North America",2020-04-19,828604,216835,46775,16850,6,6,"North America",5.8e+08,1428.6,373.9,80.6,29.1
"458","North America",2020-04-26,1057024,228420,63580,16805,7,7,"North America",5.8e+08,1822.5,393.8,109.6,29
"459","North America",2020-05-03,1271870,214846,78936,15356,8,8,"North America",5.8e+08,2192.9,370.4,136.1,26.5
"460","North America",2020-05-10,1468122,196252,93569,14633,9,9,"North America",5.8e+08,2531.2,338.4,161.3,25.2
"461","North America",2020-05-17,1651797,183675,105954,12385,10,10,"North America",5.8e+08,2847.9,316.7,182.7,21.4
"462","North America",2020-05-24,1841591,189794,117216,11262,11,11,"North America",5.8e+08,3175.2,327.2,202.1,19.4
"463","North America",2020-05-31,2023847,182256,127009,9793,12,12,"North America",5.8e+08,3489.4,314.2,219,16.9
"464","North America",2020-06-07,2214604,190757,137164,10155,13,13,"North America",5.8e+08,3818.3,328.9,236.5,17.5
"465","North America",2020-06-14,2413462,198858,146119,8955,14,14,"North America",5.8e+08,4161.1,342.9,251.9,15.4
"466","North America",2020-06-21,2657979,244517,155474,9355,15,15,"North America",5.8e+08,4582.7,421.6,268.1,16.1
"467","North America",2020-06-28,2996562,338583,164836,9362,16,16,"North America",5.8e+08,5166.5,583.8,284.2,16.1
"468","North America",2020-07-05,3415432,418871,173260,8424,17,17,"North America",5.8e+08,5888.7,722.2,298.7,14.5
"469","North America",2020-07-12,3901430,485998,183898,10638,18,18,"North America",5.8e+08,6726.6,837.9,317.1,18.3
"470","North America",2020-07-19,4438923,537493,194492,10594,19,19,"North America",5.8e+08,7653.3,926.7,335.3,18.3
"471","North America",2020-07-26,4984073,545150,206419,11927,20,20,"North America",5.8e+08,8593.2,939.9,355.9,20.6
"472","North America",2020-08-02,5496220,512147,219294,12875,21,21,"North America",5.8e+08,9476.2,883,378.1,22.2
"473","North America",2020-08-09,5968753,472533,232068,12774,22,22,"North America",5.8e+08,10291,814.7,400.1,22
"474","North America",2020-08-16,6417966,449213,244340,12272,23,23,"North America",5.8e+08,11065.5,774.5,421.3,21.2
"475","North America",2020-08-23,6786783,368817,254826,10486,24,24,"North America",5.8e+08,11701.4,635.9,439.4,18.1
"476","North America",2020-08-30,7147791,361008,265525,10699,25,25,"North America",5.8e+08,12323.8,622.4,457.8,18.4
"477","North America",2020-09-06,7500770,352979,275429,9904,26,26,"North America",5.8e+08,12932.4,608.6,474.9,17.1
"478","North America",2020-09-13,7824734,323964,284375,8946,27,27,"North America",5.8e+08,13490.9,558.6,490.3,15.4
"479","North America",2020-09-20,8181745,357011,293021,8646,28,28,"North America",5.8e+08,14106.5,615.5,505.2,14.9
"480","North America",2020-09-27,8537155,355410,301909,8888,29,29,"North America",5.8e+08,14719.2,612.8,520.5,15.3
"481","North America",2020-10-04,8911399,374244,310240,8331,30,30,"North America",5.8e+08,15364.5,645.2,534.9,14.4
"482","North America",2020-10-11,9359206,447807,320679,10439,31,31,"North America",5.8e+08,16136.6,772.1,552.9,18
"483","North America",2020-10-18,9829907,470701,328884,8205,32,32,"North America",5.8e+08,16948.1,811.6,567,14.1
"484","North America",2020-10-25,10407670,577763,338148,9264,33,33,"North America",5.8e+08,17944.3,996.1,583,16
"485","North America",2020-11-01,11083096,675426,347933,9785,34,34,"North America",5.8e+08,19108.8,1164.5,599.9,16.9
"486","North America",2020-11-08,11990740,907644,359252,11319,35,35,"North America",5.8e+08,20673.7,1564.9,619.4,19.5
"487","North America",2020-11-15,13137820,1147080,371977,12725,36,36,"North America",5.8e+08,22651.4,1977.7,641.3,21.9
"488","North America",2020-11-22,14447073,1309253,387291,15314,37,37,"North America",5.8e+08,24908.7,2257.3,667.7,26.4
"489","North America",2020-11-29,15760702,1313629,403337,16046,38,38,"North America",5.8e+08,27173.6,2264.9,695.4,27.7
"490","North America",2020-12-06,17317833,1557131,424585,21248,39,39,"North America",5.8e+08,29858.3,2684.7,732,36.6
"491","North America",2020-12-13,19004519,1686686,447708,23123,40,40,"North America",5.8e+08,32766.4,2908.1,771.9,39.9
"492","North America",2020-12-20,20714126,1709607,472566,24858,41,41,"North America",5.8e+08,35714,2947.6,814.8,42.9
"493","North America",2020-12-27,22176471,1462345,494444,21878,42,42,"North America",5.8e+08,38235.3,2521.3,852.5,37.7
"494","North America",2021-01-03,23908114,1731643,519430,24986,43,43,"North America",5.8e+08,41220.9,2985.6,895.6,43.1
"495","North America",2021-01-10,25849239,1941125,550726,31296,44,44,"North America",5.8e+08,44567.7,3346.8,949.5,54
"496","North America",2021-01-17,27587183,1737944,582981,32255,45,45,"North America",5.8e+08,47564.1,2996.5,1005.1,55.6
"497","North America",2021-01-24,28981267,1394084,615417,32436,46,46,"North America",5.8e+08,49967.7,2403.6,1061.1,55.9
"498","North America",2021-01-31,30187211,1205944,648131,32714,47,47,"North America",5.8e+08,52046.9,2079.2,1117.5,56.4
"499","North America",2021-02-07,31148577,961366,678350,30219,48,48,"North America",5.8e+08,53704.4,1657.5,1169.6,52.1
"500","North America",2021-02-14,31904296,755719,704963,26613,49,49,"North America",5.8e+08,55007.4,1303,1215.5,45.9
"501","North America",2021-02-21,32467281,562985,725105,20142,50,50,"North America",5.8e+08,55978.1,970.7,1250.2,34.7
"502","North America",2021-02-28,33042065,574784,745453,20348,51,51,"North America",5.8e+08,56969.1,991,1285.3,35.1
"503","North America",2021-03-07,33546965,504900,762708,17255,52,52,"North America",5.8e+08,57839.6,870.5,1315,29.8
"504","North America",2021-03-14,34013470,466505,775937,13230,53,53,"North America",5.8e+08,58643.9,804.3,1337.8,22.8
"505","North America",2021-03-21,34482324,468854,787247,11310,54,54,"North America",5.8e+08,59452.3,808.4,1357.3,19.5
"506","North America",2021-03-28,35018248,535924,798179,10932,55,55,"North America",5.8e+08,60376.3,924,1376.2,18.8
"507","North America",2021-04-04,35556213,537965,806935,8756,56,56,"North America",5.8e+08,61303.8,927.5,1391.3,15.1
"508","North America",2021-04-11,36170260,614047,819765,12830,57,57,"North America",5.8e+08,62362.5,1058.7,1413.4,22.1
"509","North America",2021-04-18,36768772,598512,828788,9024,58,58,"North America",5.8e+08,63394.4,1031.9,1428.9,15.6
"510","North America",2021-04-25,37295226,526454,837380,8592,59,59,"North America",5.8e+08,64302.1,907.7,1443.8,14.8
"511","North America",2021-05-02,37757261,462035,845539,8159,60,60,"North America",5.8e+08,65098.7,796.6,1457.8,14.1
"512","North America",2021-05-09,38156349,399089,853092,7553,61,61,"North America",5.8e+08,65786.8,688.1,1470.8,13
"513","North America",2021-05-16,38498898,342549,859887,6795,62,62,"North America",5.8e+08,66377.4,590.6,1482.6,11.7
"514","North America",2021-05-23,38773246,274348,866049,6162,63,63,"North America",5.8e+08,66850.4,473,1493.2,10.6
"515","North America",2021-05-30,38999577,226331,873430,7381,64,64,"North America",5.8e+08,67240.6,390.2,1505.9,12.7
"516","North America",2021-06-06,39187896,188319,883048,9618,65,65,"North America",5.8e+08,67565.3,324.7,1522.5,16.6
"517","North America",2021-06-13,39370268,182372,887829,4781,66,66,"North America",5.8e+08,67879.8,314.4,1530.7,8.2
"518","North America",2021-06-20,39535794,165526,891896,4067,67,67,"North America",5.8e+08,68165.2,285.4,1537.8,7
"519","North America",2021-06-27,39714905,179111,896519,4623,68,68,"North America",5.8e+08,68474,308.8,1545.7,8
"520","North America",2021-07-04,39911898,196993,900399,3880,69,69,"North America",5.8e+08,68813.6,339.6,1552.4,6.7
"521","North America",2021-07-11,40190963,279065,904453,4054,70,70,"North America",5.8e+08,69294.8,481.1,1559.4,7
"522","North America",2021-07-18,40581799,390836,908876,4423,71,71,"North America",5.8e+08,69968.6,673.9,1567,7.6
"523","North America",2021-07-25,41147479,565680,914062,5186,72,72,"North America",5.8e+08,70943.9,975.3,1576,8.9
"524","North America",2021-08-01,41942915,795436,920851,6789,73,73,"North America",5.8e+08,72315.4,1371.4,1587.7,11.7
"525","North America",2021-08-08,42955212,1012297,929448,8597,74,74,"North America",5.8e+08,74060.7,1745.3,1602.5,14.8
"526","North America",2021-08-15,44132776,1177564,939540,10092,75,75,"North America",5.8e+08,76091,2030.3,1619.9,17.4
"527","North America",2021-08-22,45460281,1327505,953382,13842,76,76,"North America",5.8e+08,78379.8,2288.8,1643.8,23.9
"528","North America",2021-08-29,46813297,1353016,969417,16035,77,77,"North America",5.8e+08,80712.6,2332.8,1671.4,27.6
"529","North America",2021-09-05,48211316,1398019,987409,17992,78,78,"North America",5.8e+08,83123,2410.4,1702.4,31
"530","North America",2021-09-12,49468577,1257261,1006015,18606,79,79,"North America",5.8e+08,85290.6,2167.7,1734.5,32.1
"531","North America",2021-09-19,50690376,1221799,1025713,19698,80,80,"North America",5.8e+08,87397.2,2106.6,1768.5,34
"532","North America",2021-09-26,51737469,1047093,1046183,20470,81,81,"North America",5.8e+08,89202.5,1805.3,1803.8,35.3
"533","North America",2021-10-03,52653177,915708,1064919,18736,82,82,"North America",5.8e+08,90781.3,1578.8,1836.1,32.3
"534","North America",2021-10-10,53456865,803688,1081683,16764,83,83,"North America",5.8e+08,92167,1385.7,1865,28.9
"535","North America",2021-10-17,54146047,689182,1097286,15603,84,84,"North America",5.8e+08,93355.3,1188.2,1891.9,26.9
"536","North America",2021-10-24,54732281,586234,1112146,14860,85,85,"North America",5.8e+08,94366,1010.7,1917.5,25.6
"537","North America",2021-10-31,55326927,594646,1124741,12595,86,86,"North America",5.8e+08,95391.3,1025.3,1939.2,21.7
"538","North America",2021-11-07,55911664,584737,1135714,10973,87,87,"North America",5.8e+08,96399.4,1008.2,1958.1,18.9
"539","North America",2021-11-14,56539961,628297,1146513,10799,88,88,"North America",5.8e+08,97482.7,1083.3,1976.7,18.6
"540","North America",2021-11-21,57253646,713685,1156546,10033,89,89,"North America",5.8e+08,98713.2,1230.5,1994,17.3
"541","North America",2021-11-28,57825692,572046,1164382,7836,90,90,"North America",5.8e+08,99699.5,986.3,2007.6,13.5
"542","North America",2021-12-05,58741861,916169,1178418,14036,91,91,"North America",5.8e+08,101279.1,1579.6,2031.8,24.2
"543","North America",2021-12-12,59631737,889876,1189379,10961,92,92,"North America",5.8e+08,102813.3,1534.3,2050.7,18.9
"544","North America",2021-12-19,60662664,1030927,1200296,10917,93,93,"North America",5.8e+08,104590.8,1777.5,2069.5,18.8
"545","North America",2021-12-26,62300251,1637587,1212005,11709,94,94,"North America",5.8e+08,107414.2,2823.4,2089.7,20.2
"546","North America",2022-01-02,65620808,3320557,1222784,10779,95,95,"North America",5.8e+08,113139.3,5725.1,2108.2,18.6
"547","North America",2022-01-09,71322158,5701350,1236748,13964,96,96,"North America",5.8e+08,122969.2,9829.9,2132.3,24.1
"548","North America",2022-01-16,77623264,6301106,1253498,16750,97,97,"North America",5.8e+08,133833.2,10864,2161.2,28.9
"549","North America",2022-01-23,83232601,5609337,1272142,18644,98,98,"North America",5.8e+08,143504.5,9671.3,2193.3,32.1
"550","North America",2022-01-30,87374683,4142082,1294267,22125,99,99,"North America",5.8e+08,150646,7141.5,2231.5,38.1
"551","North America",2022-02-06,89801781,2428510,1317116,22849,100,100,"North America",5.8e+08,154830.7,4187.1,2270.9,39.4
"552","North America",2022-02-13,91339472,1537691,1338284,21168,101,101,"North America",5.8e+08,157481.8,2651.2,2307.4,36.5
"553","North America",2022-02-20,92305579,966107,1358017,19733,102,102,"North America",5.8e+08,159147.5,1665.7,2341.4,34
"554","North America",2022-02-27,92961484,655905,1373730,15713,103,103,"North America",5.8e+08,160278.4,1130.9,2368.5,27.1
"555","North America",2022-03-06,93437800,476316,1386308,12578,104,104,"North America",5.8e+08,161099.7,821.2,2390.2,21.7
"556","North America",2022-03-13,93795110,357310,1396822,10596,105,105,"North America",5.8e+08,161715.7,616.1,2408.3,18.3
"557","North America",2022-03-20,94098016,302906,1405268,8446,106,106,"North America",5.8e+08,162238,522.3,2422.9,14.6
"558","North America",2022-03-27,94401578,303562,1411773,6505,107,107,"North America",5.8e+08,162761.3,523.4,2434.1,11.2
"559","North America",2022-04-03,94690089,288511,1417465,5692,108,108,"North America",5.8e+08,163258.8,497.4,2443.9,9.8
"560","North America",2022-04-10,95054416,364327,1422281,4816,109,109,"North America",5.8e+08,163886.9,628.1,2452.2,8.3
"561","North America",2022-04-17,95399938,345522,1426235,3954,110,110,"North America",5.8e+08,164482.7,595.7,2459,6.8
"562","North America",2022-04-24,95846901,446963,1429650,3415,111,111,"North America",5.8e+08,165253.3,770.6,2464.9,5.9
"563","North America",2022-05-01,96312067,465166,1432835,3185,112,112,"North America",5.8e+08,166055.3,802,2470.4,5.5
"564","North America",2022-05-08,96891276,579209,1437101,4266,113,113,"North America",5.8e+08,167053.9,998.6,2477.8,7.4
"565","North America",2022-05-15,97575392,684116,1439810,2709,114,114,"North America",5.8e+08,168233.4,1179.5,2482.4,4.7
"566","North America",2022-05-22,98449073,873681,1443154,3344,115,115,"North America",5.8e+08,169739.8,1506.3,2488.2,5.8
"567","North America",2022-05-29,99234140,785067,1446485,3331,116,116,"North America",5.8e+08,171093.3,1353.6,2493.9,5.7
"568","North America",2022-06-05,100116327,882187,1449274,2789,117,117,"North America",5.8e+08,172614.4,1521,2498.7,4.8
"569","North America",2022-06-12,100941251,824924,1452578,3304,118,118,"North America",5.8e+08,174036.6,1422.3,2504.4,5.7
"570","North America",2022-06-19,101769914,828663,1455386,2808,119,119,"North America",5.8e+08,175465.4,1428.7,2509.3,4.8
"571","North America",2022-06-26,102632671,862757,1458273,2887,120,120,"North America",5.8e+08,176952.9,1487.5,2514.3,5
"572","North America",2022-07-03,103625326,992655,1460691,2418,121,121,"North America",5.8e+08,178664.4,1711.5,2518.4,4.2
"573","North America",2022-07-10,104626359,1001033,1464335,3644,122,122,"North America",5.8e+08,180390.3,1725.9,2524.7,6.3
"574","North America",2022-07-17,105856925,1230566,1468114,3779,123,123,"North America",5.8e+08,182511.9,2121.7,2531.2,6.5
"575","North America",2022-07-24,107060323,1203398,1472490,4376,124,124,"North America",5.8e+08,184586.8,2074.8,2538.8,7.5
"576","North America",2022-07-31,108199543,1139220,1476392,3902,125,125,"North America",5.8e+08,186550.9,1964.2,2545.5,6.7
"577","North America",2022-08-07,109206112,1006569,1481169,4777,126,126,"North America",5.8e+08,188286.4,1735.5,2553.7,8.2
"578","North America",2022-08-14,110146671,940559,1485340,4171,127,127,"North America",5.8e+08,189908.1,1621.7,2560.9,7.2
"579","North America",2022-08-21,110827672,681001,1490038,4698,128,128,"North America",5.8e+08,191082.2,1174.1,2569,8.1
"580","North America",2022-08-28,111605414,777742,1493647,3609,129,129,"North America",5.8e+08,192423.1,1340.9,2575.3,6.2
"581","Oceania",2020-01-26,4,4,0,0,0,0,"Oceania",3.8e+07,0.1,0.1,0,0
"582","Oceania",2020-02-02,12,8,0,0,0,0,"Oceania",3.8e+07,0.3,0.2,0,0
"583","Oceania",2020-02-09,15,3,0,0,0,0,"Oceania",3.8e+07,0.4,0.1,0,0
"584","Oceania",2020-02-16,15,0,0,0,0,0,"Oceania",3.8e+07,0.4,0,0,0
"585","Oceania",2020-02-23,15,0,0,0,0,0,"Oceania",3.8e+07,0.4,0,0,0
"586","Oceania",2020-03-01,28,13,1,1,0,0,"Oceania",3.8e+07,0.7,0.3,0,0
"587","Oceania",2020-03-08,81,53,3,2,0,0,"Oceania",3.8e+07,2.1,1.4,0.1,0.1
"588","Oceania",2020-03-15,305,224,3,0,0,0,"Oceania",3.8e+07,8,5.9,0.1,0
